"user_type","code","type","name","parent_id","note"
"View","154805","view","Aviones","1548",""
"View","154810","view","Avionetas","1548",""
"View","154815","view","Helicópteros","1548",""
"View","154820","view","Turbinas y motores","1548",""
"View","154825","view","Manuales de entrenamiento personal técnico","1548",""
"View","154830","view","Equipos de vuelo","1548",""
"View","154895","view","Otros","1548",""
"View","154899","view","Ajustes por inflación","1548",""
"View","1552","view","FLOTA Y EQUIPO FéRREO","15","Descripción:
Registra los costos en que incurre el ente económico en la adquisición e instalación de los equipos férreos para ser utilizados en desarrollo de sus actividades. La diferencia resultante con el precio de enajenación se registrará en la cuenta de ingresos (gastos) no operacionales.
Dinámica:
Débitos
1. Por el costo histórico;
2. Por otros cargos capitalizables originados en obligaciones para su adquisición;
3. Por el valor incurrido en mejoras o adiciones capitalizables;
4. Por el traslado de la subcuenta 134025 -de flota y equipo férreo-;
5. Por el traslado de la subcuenta 151245 -flota y equipo férreo-;
6. Por el valor convenido o determinado mediante avalúo técnico de la flota y equipo recibidos por cesión, donación o aporte.
Créditos
1. Por el costo en libros de la flota y equipo vendidos, y
2. Por el costo en libros de la flota y equipo dados de baja por cesión, desmantelamiento, pérdida o destrucción."
"View","155205","view","Locomotoras","1552",""
"View","155210","view","Vagones","1552",""
"View","155215","view","Redes férreas","1552",""
"View","155295","view","Otros","1552",""
"View","155299","view","Ajustes por inflación","1552",""
"View","1556","view","ACUEDUCTOS, PLANTAS Y REDES","15","Descripción:
Registra el costo incurrido por el ente económico en la adquisición o construcción de acueductos, plantas y redes necesarios en la actividad del objeto social. La diferencia resultante con el precio de enajenación se registrará en la cuenta de ingresos (gastos) no operacionales.
Dinámica:
Débitos
1. Por el costo histórico de los bienes que la integran y de aquellos que se hayan capitalizado para la planta;
2. Por el valor de las adquisiciones directas que se efectúen;
3. Por el valor del traslado de la subcuenta 150810 -acueductos, plantas y redes-;
4. Por el valor convenido o el avalúo técnico de los bienes que se reciban en calidad de donación, cesión, aporte u otra causa;
5. Por el costo histórico de los terrenos, estructuras, equipo de estación, torres y accesorios, postes y accesorios, conductores aéreos y accesorios, conducción subterránea y conductores subterráneos, aparatos y demás elementos y equipos que integran las plantas de transmisión y subestaciones de energía eléctrica, para el caso de las plantas de transmisión y subestaciones;
6. Por el costo total de las plantas de transmisión de energía eléctrica construidas o instaladas por el ente económico o por cuenta de él;
7. Por el costo de las adiciones, reparaciones y mejoras hechas a las instalaciones, máquinas, equipos y elementos que integran la planta de transmisión.
Créditos
1. Por el costo en libros de los bienes que se dan de baja, por obsolescencia, venta y otros conceptos."
"View","155605","view","Instalaciones para agua y energía","1556",""
"View","155610","view","Acueducto, acequias y canalizaciones","1556",""
"View","155615","view","Plantas de generación hidráulica","1556",""
"View","155620","view","Plantas de generación térmica","1556",""
"View","155625","view","Plantas de generación a gas","1556",""
"View","155628","view","Plantas de generación diesel, gasolina y petróleo","1556",""
"View","155630","view","Plantas de distribución","1556",""
"View","155635","view","Plantas de transmisión y subestaciones","1556",""
"View","155640","view","Oleoductos","1556",""
"View","155645","view","Gasoductos","1556",""
"View","155647","view","Poliductos","1556",""
"View","155650","view","Redes de distribución","1556",""
"View","155655","view","Plantas de tratamiento","1556",""
"View","155660","view","Redes de recolección de aguas negras","1556",""
"View","155665","view","Instalaciones y equipo de bombeo","1556",""
"View","155670","view","Redes de distribución de vapor","1556",""
"View","155675","view","Redes de aire","1556",""
"View","155680","view","Redes alimentación de gas","1556",""
"View","155682","view","Redes externas de telefonía","1556",""
"View","155685","view","Plantas deshidratadoras","1556",""
"View","155695","view","Otros","1556",""
"View","155699","view","Ajustes por inflación","1556",""
"View","1560","view","ARMAMENTO DE VIGILANCIA","15","Descripción:
Registra el costo de adquisición del armamento de vigilancia adquirido por el ente económico para el desarrollo de su objeto social y/o para la protección y salvaguarda de sus bienes. La diferencia resultante con el precio de enajenación se registrará en la cuenta de ingresos (gastos) no operacionales.
Dinámica:
Débitos
1. Por el costo de adquisición.
Créditos
1. Por el costo en libros del armamento de vigilancia vendido, y
2. Por el costo en libros del armamento dado de baja por cesión, pérdida o destrucción."
"View","156099","view","Ajustes por inflación","1560",""
"View","1562","view","ENVASES Y EMPAQUES","15","Descripción:
Registra el costo de los envases y empaques retornables utilizados para la distribución del producto objeto de las actividades del negocio.
Dinámica:
Débitos
1. Por el valor de adquisición de los envases y empaques
Créditos
1. Por la venta o retiro de los envases y empaques."
"View","156299","view","Ajustes por inflación","1562",""
"View","1564","view","PLANTACIONES AGRíCOLAS Y FORESTALES","15","Descripción:
Registra los costos amortizables en que incurre el ente económico en los procesos de preparación de terrenos, siembra y desarrollo que corresponden a los períodos preproductivo y productivo de aquellas plantaciones agrícolas y forestales cuya vida útil es superior a dos años, en el cual se generan varias cosechas. La diferencia resultante con el precio de enajenación se registrará en la cuenta de ingresos (gastos) no operacionales.
Dinámica: Para cultivos en desarrollo
Débitos
1. Por el costo de adecuación y preparación de los terrenos;
2. Por el costo de las semillas o material vegetal;
3. Por la mano de obra directa utilizada;
4. Por los costos indirectos incurridos en los cultivos;
5. Por el valor convenido o determinado mediante avalúo técnico de las plantaciones recibidas por cesión, donación o aporte
Créditos
1. Por el valor del costo de los cultivos que entran en producción. Para cultivos amortizables
Débitos
1. Por el costo de los activos que entran en período productivo
Créditos
1. Por el cruce con la subcuenta 159705 -plantaciones agrícolas y forestales-, por la culminación de la respectiva amortización."
"View","156405","view","Cultivos en desarrollo","1564",""
"View","156410","view","Cultivos amortizables","1564",""
"View","156499","view","Ajustes por inflación","1564",""
"View","1568","view","VíAS DE COMUNICACIóN","15","Descripción:
Registra el costo incurrido por el ente económico en el diseño y construcción, entre otros de vías, caminos, carreteras, puentes, aeródromos, en sus propios predios directamente o por intermedio de terceros. La diferencia resultante con el precio de enajenación se registrará en la cuenta de ingresos (gastos) no operacionales.
Dinámica:
Débitos
1. Por el costo de los derechos así como las indemnizaciones y reclamos cancelados en su construcción;
2. Por el costo de los estudios, confección de presupuestos, elaboración de planos, materiales, mano de obra y demás gastos causados por las obras adelantadas por el ente económico;
3. Por el costo de adiciones, reparaciones, o mejoras capitalizables;
4. Por el costo de los traslados de la subcuenta 150815 -vías de comunicación-;
5. Por el valor convenido o determinado mediante avalúo técnico de las vías recibidas por cesión, donación o aporte.
Créditos
1. Por el costo de las vías de comunicación cedidas o vendidas por el ente económico, y
2. Por el costo de las vías dadas de baja por destrucción."
"View","156805","view","Pavimentación y patios","1568",""
"View","156810","view","Vías","1568",""
"View","156815","view","Puentes","1568",""
"View","156820","view","Calles","1568",""
"View","156825","view","Aeródromos","1568",""
"View","156895","view","Otros","1568",""
"View","156899","view","Ajustes por inflación","1568",""
"View","1572","view","MINAS Y CANTERAS","15","Descripción:
Registra los costos en que incurre el ente económico en la adquisición de los terrenos, instalaciones y montaje necesarios para la explotación de minas y canteras. Los costos incurridos hasta hacer apta la mina para su explotación serán capitalizables. La diferencia resultante con el precio de enajenación se registrará en la cuenta de ingresos (gastos) no operacionales.
Dinámica:
Débitos
1. Por el costo histórico de la respectiva mina o cantera;
2. Por el costo de las adiciones o mejoras capitalizables;
3. Por el valor acumulado de los costos incurridos en los desarrollos mineros o de canteras, hasta hacerlos aptos para su explotación;
4. Por el valor convenido o determinado mediante avalúo técnico de las minas y canteras recibidas por cesión, donación o aporte.
Créditos
1. Por el costo de las minas o canteras vendidas, y
2. Por el valor de retiro de la mina o cantera cuando ha terminado su vida útil."
"View","157205","view","Minas","1572",""
"View","157210","view","Canteras","1572",""
"View","157299","view","Ajustes por inflación","1572",""
"View","1576","view","POZOS ARTESIANOS","15","Descripción:
Registra los costos y gastos incurridos por concepto de la adquisición, construcción directa o a través de contratistas o en forma combinada, de las perforaciones realizadas por el ente económico necesarias en la actividad del objeto social. La diferencia resultante con el precio de enajenación se registrará en la cuenta de ingresos (gastos) no operacionales.
Dinámica:
Débitos
1. Por el costo acumulado en la construcción, y
2. Por el costo de las adiciones, reparaciones o mejoras capitalizables;
3. Por el valor convenido o determinado mediante avalúo técnico de los pozos recibidos por cesión, donación o aporte
Créditos
1. Por el costo en libros de los activos retirados por ventas o cesión."
"View","157699","view","Ajustes por inflación","1576",""
"View","1580","view","YACIMIENTOS","15","Descripción:
Registra el costo de las formaciones subterráneas o reservas probadas de minerales e hidrocarburos existentes en un campo agotable.
Dinámica:
Débitos
1. Por la capitalización de aforos o reaforos realizados;
2. Por la reclasificación de explotaciones asociadas a explotación directa, cuando expire el contrato de asociación y el campo aún sea explotable.
Créditos
1. Por cancelación debidamente autorizada de campos completamente agotados."
"View","158099","view","Ajustes por inflación","1580",""
"View","1584","view","SEMOVIENTES","15","Descripción:
Registra el costo de los semovientes que posee el ente económico para el mejoramiento de razas, así como los destinados al servicio de las diferentes actividades productoras. La diferencia resultante con el precio de enajenación se registrará en la cuenta de ingresos (gastos) no operacionales.
Dinámica:
Débitos
1. Por el costo histórico de los diferentes semovientes;
2. Por el valor convenido o del avalúo comercial de los semovientes recibidos como donación;
3. Por el valor de los costos y gastos capitalizables de conformidad con las normas legales;
4. Por el traslado de la subcuenta 134035 -de semovientes-
Créditos
1. Por el costo en libros del semoviente vendido o donado, y
2. Por el valor en libros cuando se dé de baja por muerte, robo o pérdida del semoviente."
"View","158499","view","Ajustes por inflación","1584",""
"View","1588","view","PROPIEDADES, PLANTA Y EQUIPO EN TRáNSITO","15","Descripción:
Registra el costo de adquisición y demás cargos capitalizables en que incurre el ente económico en el proceso de importación de bienes, así como en las compras nacionales, desde el momento en que inicia el trámite de adquisición hasta cuando le sean entregados para su utilización. Mientras los bienes permanezcan en esta condición no deben ser objeto de depreciación.
Dinámica:
Débitos
1. Por el valor de las entregas anticipadas durante el trámite de las importaciones hasta el recibo de los activos;
2. Por los traslados entre importaciones o pedidos.
Créditos
1. Por el valor de liquidación de las importaciones;
2. Por la parte cargada como anticipo en esta cuenta, y
3. Por las notas de traslado entre importaciones o pedidos, o la transferencia a la cuenta correspondiente."
"View","158805","view","Maquinaria y equipo","1588",""
"View","158810","view","Equipo de oficina","1588",""
"View","158815","view","Equipo de computación y comunicación","1588",""
"View","158820","view","Equipo médico-científico","1588",""
"View","158825","view","Equipo de hoteles y restaurantes","1588",""
"View","158830","view","Flota y equipo de transporte","1588",""
"View","158835","view","Flota y equipo fluvial y/o marítimo","1588",""
"View","158840","view","Flota y equipo aéreo","1588",""
"View","158845","view","Flota y equipo férreo","1588",""
"View","158850","view","Plantas y redes","1588",""
"View","158855","view","Armamento de vigilancia","1588",""
"View","158860","view","Semovientes","1588",""
"View","158865","view","Envases y empaques","1588",""
"View","158899","view","Ajustes por inflación","1588",""
"View","1592","view","DEPRECIACIóN ACUMULADA","15","Descripción:
Registra el monto de la depreciación calculada por el ente económico sobre la base del costo ajustado por inflación. Se consideran bienes depreciables las propiedades, planta y equipo tangibles con excepción de los terrenos, las construcciones e importaciones en curso y la maquinaria en montaje. En todo inmueble, se debe desagregar contablemente previo concepto de perito avaluador cuando sea el caso, el importe atribuible al terreno y a la construcción. La depreciación debe basarse en la vida útil estimada del bien. Para la fijación de ésta es necesario considerar el deterioro por el uso y la acción de factores naturales, así como la obsolescencia por avances tecnológicos o por cambios en la demanda de los bienes producidos o de los servicios prestados. La vida útil podrá fijarse con base en conceptos o tablas de depreciación de reconocido valor técnico. Cuando se adquiera un bien que haya estado en uso y por lo tanto haya sido total o parcialmente depreciado, el ente económico deberá depreciarlo, teniendo en cuenta la vida útil restante. El valor de las propiedades, planta y equipo que tienen una vida útil limitada, debe distribuirse como una forma de medir la expiración de éste, mediante el registro sistemático de su depreciación, durante su vida útil o el período estimado en que dichos activos generan ingresos. Con tal fin, deberá observarse lo siguiente: a) El costo ajustado por inflación es la base para la depreciación de las propiedades, planta y equipo y cuando sea significativo de este monto se debe restar el valor residual técnicamente determinado; b) La depreciación debe ser determinada por métodos de reconocido valor técnico, tales como el de línea recta, saldos decrecientes, suma de los dígitos de los años. El método seleccionado debe establecer una relación adecuada entre los costos expirados de los bienes y los ingresos correspondientes, y c) Los cambios en las estimaciones iniciales del período de vida útil, se deben reconocer mediante la modificación de la alícuota por depreciación en forma prospectiva de acuerdo con la nueva estimación. Cuando la depreciación fiscal exceda la contable, el efecto en el impuesto diferido se registrará en la subcuenta 272505 -por depreciación flexible-. Por el contrario, cuando la depreciación contable exceda a la depreciación fiscal, el efecto en el impuesto diferido se registrará en la subcuenta 171076 -impuesto de renta diferido ""débitos"" por diferencias temporales-
Dinámica:
Créditos
1. Por el valor de la depreciación calculada mensualmente con cargo al estado de resultados.
Débitos
1. Por el valor de la depreciación ajustada que tengan los bienes dados de baja por venta, cesión, destrucción, demolición, obsolescencia, daño irreparable, por inservibles, pérdida o sustracción."
"View","159205","view","Construcciones y edificaciones","1592",""
"View","159210","view","Maquinaria y equipo","1592",""
"View","159215","view","Equipo de oficina","1592",""
"View","159220","view","Equipo de computación y comunicación","1592",""
"View","159225","view","Equipo médico-científico","1592",""
"View","159230","view","Equipo de hoteles y restaurantes","1592",""
"View","159235","view","Flota y equipo de transporte","1592",""
"View","159240","view","Flota y equipo fluvial y/o marítimo","1592",""
"View","159245","view","Flota y equipo aéreo","1592",""
"View","159250","view","Flota y equipo férreo","1592",""
"View","159255","view","Acueductos, plantas y redes","1592",""
"View","159260","view","Armamento de vigilancia","1592",""
"View","159265","view","Envases y empaques","1592",""
"View","159299","view","Ajustes por inflación","1592",""
"View","1596","view","DEPRECIACIóN DIFERIDA","15","Descripción:
Registra el saldo de las diferencias que resultaron entre las depreciaciones contable y fiscal por determinación de normas legales. Si la depreciación fiscal excedió la contable, el efecto en el impuesto diferido se debe incluir en la subcuenta 272505 -por depreciación flexible-. Por el contrario, si la depreciación contable excedió a la fiscal, el efecto en el impuesto diferido se debe incluir en la subcuenta 171076 -impuestos de renta diferido ""débitos"" por diferencias temporales-.
Dinámica:
Créditos
1. Por el defecto de la depreciación fiscal sobre la contable, subcuenta;
2. Por la liberación o amortización de la depreciación diferida, con cargo al estado de resultados.
Débitos
1. Por el exceso de la depreciación fiscal sobre la contable."
"View","159605","view","Exceso fiscal sobre la contable","1596",""
"View","159610","view","Defecto fiscal sobre la contable (CR)","1596",""
"View","159699","view","Ajustes por inflación","1596",""
"View","1597","view","AMORTIZACIóN ACUMULADA","15","Descripción:
Registra el monto de la amortización acumulada por el ente económico sobre la base del costo ajustado por inflación, de las propiedades, planta y equipo tangibles, tales como plantaciones agrícolas y forestales, vías de comunicación y semovientes. La amortización debe basarse en la vida útil del bien. Para la fijación de dicha vida útil es necesario considerar el deterioro por el uso y la acción de factores naturales. El valor de las propiedades, plantas y equipos que tienen una vida útil limitada, debe destinarse como una forma de medir la expiración de éstos, mediante el registro sistemático de su amortización durante su vida útil o el período estimado en que dichos activos generan ingresos. Por lo anterior, se deberá observar lo siguiente:
1. El costo ajustado por inflación es la base para la amortización de la propiedad;
2. La amortización debe ser determinada mediante alícuotas establecidas de acuerdo con estudios técnicos por medio de los cuales se puede establecer una relación adecuada entre las costas expiradas de los bienes y los ingresos correspondientes, y
3. Los cambios en las estimaciones del período de vida útil, se deben reconocer mediante la modificación de la alícuota por amortización en forma prospectiva de acuerdo con la nueva estimación.
Dinámica:
Créditos
1. Por el valor de la alícuota mensualmente con cargo a la subcuenta respectiva del costo o gasto por amortización
Débitos
1. Por el valor de la amortización acumulada que tengan los bienes dados de baja por venta, cesión, destrucción u otra causa."
"View","159705","view","Plantaciones agrícolas y forestales","1597",""
"View","159710","view","Vías de comunicación","1597",""
"View","159715","view","Semovientes","1597",""
"View","159799","view","Ajustes por inflación","1597",""
"View","1598","view","AGOTAMIENTO ACUMULADO","15","Descripción:
Registra la acumulación de las alícuotas o valores llevados a cuentas de resultado, por la distribución o prorrateo del costo de un recurso natural, calculado con base en las reservas probadas mediante estudio técnico en las unidades producidas, extraídas u otros factores de reconocido valor técnico. Es una cuenta de naturaleza crédito.
Dinámica:
Créditos
1. Por el valor del agotamiento mensual o periódico establecido técnicamente en razón de la extracción gradual de los productos.
Débitos
1. Por el total del agotamiento acumulado de un activo que el ente económico decide abandonar porque ha llegado al límite de sus reservas o porque su explotación ya no tiene justificación económica."
"View","159805","view","Minas y canteras","1598",""
"View","159815","view","Pozos artesianos","1598",""
"View","159820","view","Yacimientos","1598",""
"View","159899","view","Ajustes por inflación","1598",""
"View","1599","view","PROVISIONES","15","Descripción:
Registra los valores provisionados por el ente económico, con el objeto de cubrir la desvalorización de los bienes individualmente considerados o por grupos homogéneos. Es una cuenta de valuación del activo de naturaleza crédito. La desvalorización resulta cuando el valor neto de los activos exceda el valor de realización, valor actual o valor presente, el que se haya utilizado. En consecuencia, atendiendo la norma básica de la prudencia se constituirá una provisión que afectará el estado de resultados del respectivo período.
Dinámica:
Créditos
1. Por el valor estimado para constituir o incrementar la provisión.
Débitos
1. Por la reversión de las provisiones excesivas o indebidas, y
2. Por el valor provisionado en caso de retiro por venta, pérdida o baja del bien respectivo."
"View","159904","view","Terrenos","1599",""
"View","159906","view","Materiales proyectos petroleros","1599",""
"View","159908","view","Construcciones en curso","1599",""
"View","159912","view","Maquinaria en montaje","1599",""
"View","159916","view","Construcciones y edificaciones","1599",""
"View","159920","view","Maquinaria y equipo","1599",""
"View","159924","view","Equipo de oficina","1599",""
"View","159928","view","Equipo de computación y comunicación","1599",""
"View","159932","view","Equipo médico-científico","1599",""
"View","159936","view","Equipo de hoteles y restaurantes","1599",""
"View","159940","view","Flota y equipo de transporte","1599",""
"View","159944","view","Flota y equipo fluvial y/o marítimo","1599",""
"View","159948","view","Flota y equipo aéreo","1599",""
"View","159952","view","Flota y equipo férreo","1599",""
"View","159956","view","Acueductos, plantas y redes","1599",""
"View","159960","view","Armamento de vigilancia","1599",""
"View","159962","view","Envases y empaques","1599",""
"View","159964","view","Plantaciones agrícolas y forestales","1599",""
"View","159968","view","Vías de comunicación","1599",""
"View","159972","view","Minas y canteras","1599",""
"View","159980","view","Pozos artesianos","1599",""
"View","159984","view","Yacimientos","1599",""
"View","159988","view","Semovientes","1599",""
"View","159992","view","Propiedades, planta y equipo en tránsito","1599",""
"View","16","view","INTANGIBLES","1","Descripción:
Comprende el conjunto de bienes inmateriales, representados en derechos, privilegios o ventajas de competencia que son valiosos porque contribuyen a un aumento en ingresos o utilidades por medio de su empleo en el ente económico; estos derechos se compran o se desarrollan en el curso normal de los negocios. Dentro de este grupo se incluyen conceptos tales como: crédito mercantil, marcas, patentes, concesiones y franquicias, derechos, know how y licencias. Por regla general, son objeto de amortización gradual durante la vida útil estimada."
"View","1605","view","CRéDITO MERCANTIL","16","Descripción:
Registra el valor adicional pagado en la compra de un ente económico activo, sobre el valor en libros o sobre el valor calculado o convenido de todos los activos netos comprados, por reconocimiento de atributos especiales tales como el buen nombre, personal idóneo, reputación de crédito privilegiado, prestigio por vender mejores productos y servicios y localización favorable. También registra el crédito mercantil formado por el ente económico mediante la estimación de las futuras ganancias en exceso de lo normal, así como de la valorización anticipada de la potencialidad del negocio.
Dinámica:
Débitos
1. Por el valor adicional pagado sobre el costo del activo neto al adquirir la unidad productora;
2. Por el valor determinado y aplicado por el ente económico como crédito mercantil formado. Su crédito o contrapartida se registra en la cuenta 3215 -crédito mercantil-
Créditos
1. Por la pérdida o disminución del valor del crédito mercantil formado, una vez comprobado técnicamente, y
2. Por el valor en libros en caso de venta o retiro."
"View","160505","view","Formado o estimado","1605",""
"View","160510","view","Adquirido o comprado","1605",""
"View","160599","view","Ajustes por inflación","1605",""
"View","1610","view","MARCAS","16","Descripción:
Registra el costo de adquisición o de producción y registro de signos que, de acuerdo con las normas legales, sirven para distinguir los productos o servicios de un ente económico de los de otro. Así mismo registra el costo de marcas catalogadas como colectivas. Se entiende por marca colectiva todo signo calificado de tal, que sirva para distinguir el origen o cualquier otra característica común de productos o de servicios de empresas o colectividades diferentes que utilicen la marca bajo el control del titular.
Dinámica:
Débitos
1. Por los costos incurridos en la producción y registro de la marca;
2. Por el costo de adquisición de la marca.
Créditos
1. Por la venta de los derechos de utilización de la marca, y
2. Por la extinción legal de utilizar la marca."
"View","161005","view","Adquiridas","1610",""
"View","161010","view","Formadas","1610",""
"View","161099","view","Ajustes por inflación","1610",""
"View","1615","view","PATENTES","16","Descripción:
Registra el costo de adquisición o de creación y registro de las patentes las cuales confieren a su titular el derecho a explotar en forma exclusiva la invención por sí mismo, a conceder una o más licencias para su explotación y a percibir regalías o compensaciones derivadas de su explotación por terceros.
Dinámica:
Débitos
1. Por los costos incurridos en la creación y obtención del registro de la patente;
2. Por el costo de adquisición de la patente.
Créditos
1. Por la venta de los derechos de utilización de la patente, y
2. Por la extinción legal de los derechos otorgados en la patente."
"View","161505","view","Adquiridas","1615",""
"View","161510","view","Formadas","1615",""
"View","161599","view","Ajustes por inflación","1615",""
"View","1620","view","CONCESIONES Y FRANQUICIAS","16","Descripción:
Registra el privilegio concedido por una autoridad gubernamental permitiendo el uso de una propiedad pública que usualmente está sujeto a una regulación especial; o el privilegio frecuentemente exclusivo concedido por un fabricante o distribuidor para vender los productos del primero dentro de un territorio específico.
Dinámica:
Débitos
1. Por el costo de adquisición de la concesión o franquicia.
Créditos
1. Por la venta o terminación de la concesión o franquicia según las disposiciones legales y/o contractuales."
"View","162005","view","Concesiones","1620",""
"View","162010","view","Franquicias","1620",""
"View","162099","view","Ajustes por inflación","1620",""
"View","1625","view","DERECHOS","16","Descripción:
Registra el valor apreciable en dinero que confiere el ente económico, derechos tales como la exclusividad de producir y vender material de lectura, grabaciones y obras de arte al amparo de la propiedad intelectual, al igual que aquellos importes incurridos en su adquisición cuando son comprados. Registra también el valor pagado al adquirir puestos en las bolsas de valores o agropecuarias, los derechos derivados de bienes entregados en fiducia mercantil, que dan al fideicomitente o beneficiario la posibilidad de ejercerlos de acuerdo con el acto constitutivo o la ley, así como los que originan aquellos bienes recibidos en arrendamiento financiero. La transferencia de uno o más bienes que hace el fiduciante o fideicomitente al fiduciario debe efectuarse, para fines contables, por su costo ajustado, de suerte que la entrega en sí misma no genera la realización de utilidades para el constituyente y éstas sólo tendrán incidencia en los resultados cuando ""realmente"" se enajene a terceros el bien o bienes objeto del fideicomiso. El valor asignado al bien(es) en fideicomiso se revelará en cuentas de orden bajo el código 839520 -bienes y valores en fideicomiso-.
162515 -en fideicomisos inmobiliarios-, registra los contratos fiduciarios mediante los cuales el ente económico transfiere un bien inmueble a la entidad fiduciaria para que administre y desarrolle un proyecto inmobiliario de acuerdo con las instrucciones señaladas en el contrato, cuando el beneficiario sea el mismo fideicomitente.
162520 -en fideicomisos de garantía-, registra los contratos fiduciarios mediante los cuales el ente económico transfiere uno o varios bienes a una entidad fiduciaria para garantizar con ellos y/o con su producto el cumplimiento de ciertas obligaciones designando como beneficiario a los acreedores de dichas obligaciones. Tales fideicomisos, igualmente, se registrarán en el código 8110 -bienes y valores entregados en garantía-.
162525 -en fideicomisos de administración-, registra los negocios fiduciarios en los cuales el ente económico realiza la entrega de los bienes fideicomitidos con transferencia de propiedad con el fin de que el fiduciario los administre y los destine junto con los rendimientos, según el caso, al cumplimiento de la finalidad señalada en el contrato.
162535 -En bienes recibidos en arrendamiento financiero (leasing), registra los derechos derivados de bienes recibidos en arrendamiento financiero con opción de compra, en los términos previstos en las normas legales vigentes, tales como inmuebles, maquinaria y equipo, vehículos y equipo de computación, así como aquellos activos recibidos bajo la figura ""lease-back "" o retroarriendo. El costo de los derechos sobre estos bienes, lo constituye el valor del contrato, es decir, el valor presente de los cánones de arrendamiento y de la opción de compra pactados, calculados a la fecha del respectivo contrato y a la tasa pactada en el mismo.
Dinámica:
Débitos
1. Por el valor nominal dado como amparo a la propiedad intelectual;
2. Por el costo de adquisición de la propiedad intelectual, cuando ésta es comprada;
3. Por el costo de adquisición del puesto en bolsa;
4. Por el valor del derecho adquirido en el respectivo negocio fiduciario;
5. Por el valor del contrato (valor presente de los cánones más la opción de compra), de los bienes recibidos en arrendamiento financiero.
Créditos
1. Por el costo, por venta o cesión de los respectivos derechos;
2. Por el costo, por terminación del derecho fiduciario;
3. Por el valor del impuesto a las ventas a descontar como impuesto de renta, conforme a lo previsto en las normas tributarias;
4. Por el costo, cuando el ente económico ejerza la opción de compra, con cargo a la cuenta respectiva del activo, y
5. Por el costo, cuando no se ejerza la opción de compra."
"View","162505","view","Derechos de autor","1625",""
"View","162510","view","Puesto de bolsa","1625",""
"View","162515","view","En fideicomisos inmobiliarios","1625",""
"View","162520","view","En fideicomisos de garantía","1625",""
"View","162525","view","En fideicomisos de administración","1625",""
"View","162530","view","De exhibición - películas","1625",""
"View","162535","view","En bienes recibidos en arrendamiento financiero (leasing)","1625",""
"View","162595","view","Otros","1625",""
"View","162599","view","Ajustes por inflación","1625",""
"View","1630","view","KNOW HOW","16","Descripción:
Registra el valor apreciable en dinero del conocimiento práctico sobre la manera de hacer o lograr algo con facilidad y eficiencia aprovechando al máximo los esfuerzos, habilidades y experiencias acumulados en un arte o técnica.
Dinámica:
Débitos
1. Por el costo de adquisición del know how;
2. Por el valor determinado y aplicado por el ente económico como know how formado. Su crédito o contrapartida se registra en la cuenta
3220 -know how-
Créditos
1. Por la venta o cesión de know how."
"View","163099","view","Ajustes por inflación","1630",""
"View","1635","view","LICENCIAS","16","Descripción:
Registra el costo o valor pagado al titular de una patente para la explotación de la misma por parte del ente económico.
Dinámica:
Débitos
1. Por el valor pagado por la licencia respectiva;
2. Por los reajustes del precio de las licencias según los respectivos contratos escritos.
Créditos
1. Por la cancelación de la licencia, y
2. Por reajustes a favor del costo de las licencias."
"View","163599","view","Ajustes por inflación","1635",""
"View","1698","view","DEPRECIACIóN Y/O AMORTIZACIóN ACUMULADA","16","Descripción:
Registra el monto de las depreciaciones y/o amortizaciones acumuladas de los activos intangibles de propiedad del ente económico. La depreciación y/o amortización debe considerar la vida útil estimada del intangible, es decir, los períodos en los cuales producirá beneficios económicos y la duración de la protección legal conferida al mismo.
Dinámica:
Créditos
1. Por el valor de la cuota de amortización periódica determinada técnicamente para cada uno de los activos de acuerdo con sus características o condiciones;
2. Por el valor de la alícuota de depreciación correspondiente al costo de los bienes recibidos en arrendamiento financiero, cuyos derechos se registran en la subcuenta 162535 -En bienes recibidos en arrendamiento financiero (leasing)-
Débitos
1. Por el saldo que tenga al momento de su venta;
2. Por el traslado del saldo a la cuenta respectiva, cuando el ente económico ejerza la opción de compra de los bienes recibidos en arrendamiento financiero;
3. Por el saldo, cuando el ente económico no ejerza la opción de compra, y
4. Por el saldo que tenga cuando se cancele el activo por desuso."
"View","169805","view","Crédito mercantil","1698",""
"View","169810","view","Marcas","1698",""
"View","169815","view","Patentes","1698",""
"View","169820","view","Concesiones y franquicias","1698",""
"View","169830","view","Derechos","1698",""
"View","169835","view","Know how","1698",""
"View","169840","view","Licencias","1698",""
"View","169899","view","Ajustes por inflación","1698",""
"View","1699","view","PROVISIONES","16","Descripción:
Registra los montos provisionados por el ente económico, para cubrir eventuales pérdidas derivadas del grupo 16 -intangibles-.
Dinámica:
Créditos
1. Por el valor estimado para la respectiva provisión.
Débitos
1. Por el costo de los activos dados de baja, y
2. Por el valor de los ajustes por exceso de la provisión."
